slug,prompt,intermediate_concept,correct_answer,hop_type,notes
canterbury-commonwealth-war-graves-commission-cemetery-s0-9-pl,Canterbury Cemetery is a small Commonwealth War Graves Commission,N/A,cemetery,next-token prediction,wikipedia article: Canterbury Commonwealth War Graves Commission Cemetery | top1_prob: 0.455
glasgow-hillhead-s10-10-pl,Jenkins retained the seat for the SDP in the 1983,N/A,general,next-token prediction,wikipedia article: Glasgow Hillhead | top1_prob: 0.455
1983-84-fa-cup-s11-11-pl,"Whitby Town, from the Northern League (Step 8) was the lowest-ranked",N/A,team,next-token prediction,wikipedia article: 1983–84 FA Cup | top1_prob: 0.456
twofold-bay-and-maneroo-observer-s0-9-pl,"The Twofold Bay and Maneroo Observer, was an English",N/A,language,next-token prediction,wikipedia article: Twofold Bay and Maneroo Observer | top1_prob: 0.344
stone-partridge-s6-13-pl,"The genus name is from the Ancient Greek ptilon meaning ""feather"" with pakhus",N/A,meaning,next-token prediction,wikipedia article: Stone partridge | top1_prob: 0.456
cold-war-s21-8-pl,"In The Observer of 10 March 1946, Orwell",N/A,wrote,next-token prediction,wikipedia article: Cold War | top1_prob: 0.344
this-way-jewel-song-s5-12-pl,"The song also appears in the soundtrack of the movie Enough, starring",N/A,jennifer,next-token prediction,wikipedia article: This Way (Jewel song) | top1_prob: 0.344
exoplanet-s31-10-pl,The minimum mass/size required for an extrasolar object to be,N/A,considered,next-token prediction,wikipedia article: Exoplanet | top1_prob: 0.344
geology-s12-15-pl,"In practical terms, geology is important for mineral and hydrocarbon exploration and exploitation, evaluating water",N/A,resources,next-token prediction,wikipedia article: Geology | top1_prob: 0.457
uss-cecil-j-doyle-s7-12-pl,The destroyer escort was launched on 1 July 1944 at Consolidated Steel,N/A,corporation,next-token prediction,wikipedia article: USS Cecil J. Doyle | top1_prob: 0.457
hortex-s20-8-pl,The buyer was the private equity fund Mid-Europa,N/A,partners,next-token prediction,wikipedia article: Hortex | top1_prob: 0.343
coney-island-cyclone-s8-8-pl,The roller coaster was declared a New York,N/A,city,next-token prediction,wikipedia article: Coney Island Cyclone | top1_prob: 0.457
kanjirathanam-s2-11-pl,Mostly all household in this village have NRI (Non-Resident India) family,N/A,members,next-token prediction,wikipedia article: Kanjirathanam | top1_prob: 0.343
max-huwyler-s16-13-pl,"Franziska Meister: ""Max Huwyler"" in German, French and Italian in the online Historical",N/A,dictionary,next-token prediction,wikipedia article: Max Huwyler | top1_prob: 0.457
olesya-babushkina-s1-8-pl,"At the 2008 Summer Olympics in Beijing, she",N/A,won,next-token prediction,wikipedia article: Olesya Babushkina | top1_prob: 0.343
aziaha-james-s9-11-pl,"In her sophomore season, she averaged 6.8 points and 2.3 assists",N/A,per,next-token prediction,wikipedia article: Aziaha James | top1_prob: 0.458
flare3d-s1-13-pl,Flare3D includes a 3D object editor (the Flare3D IDE) and a 3D graphics,N/A,engine,next-token prediction,wikipedia article: Flare3D | top1_prob: 0.342
gamble-v-united-states-s33-10-pl,Observers found the Court to be concerned about overruling 170,N/A,years,next-token prediction,wikipedia article: Gamble v. United States | top1_prob: 0.342
skepticality-s7-15-pl,"At the time, Colanduno was working at a national Sports Radio network and a privately",N/A,owned,next-token prediction,wikipedia article: Skepticality | top1_prob: 0.458
complex-airplane-s8-10-pl,"As of April 24, 2018 the FAA requires a commercial",N/A,pilot,next-token prediction,wikipedia article: Complex airplane | top1_prob: 0.458
nakayama-s-conjecture-s0-9-pl,"In mathematics, Nakayama's conjecture is a conjecture about Artinian",N/A,rings,next-token prediction,wikipedia article: Nakayama's conjecture | top1_prob: 0.341
comply-or-explain-s15-14-pl,Similar results are found when studying non-compliance explanations in the realm of European non-financial,N/A,reporting,next-token prediction,wikipedia article: Comply or explain | top1_prob: 0.460
ktxl-s39-15-pl,"Later that year, 20 percent of the station was sold to the Business Men's Assurance",N/A,company,next-token prediction,wikipedia article: KTXL | top1_prob: 0.460
anthropology-s14-10-pl,Sporadic use of the term for some of the subject,N/A,matter,next-token prediction,wikipedia article: Anthropology | top1_prob: 0.340
2024-summer-olympics-s1-13-pl,"Paris was the host city, with events (mainly football) held in 16 additional",N/A,cities,next-token prediction,wikipedia article: 2024 Summer Olympics | top1_prob: 0.460
st-peter-s-church-macclesfield-s18-13-pl,The nave is divided from the aisles by five-bay arcades carried on circular,N/A,piers,next-token prediction,"wikipedia article: St Peter's Church, Macclesfield | top1_prob: 0.340"
climate-change-s20-10-pl,Additional warming will increase these impacts and can trigger tipping,N/A,points,next-token prediction,wikipedia article: Climate change | top1_prob: 0.460
oskuya-s4-12-pl,The source of the Oskuya is in the western part of Lyubytinsky,N/A,district,next-token prediction,wikipedia article: Oskuya | top1_prob: 0.460
walter-cubilla-s4-11-pl,"Back to South America, Cubilla joined Uruguayan club Paso de la",N/A,arena,next-token prediction,wikipedia article: Walter Cubilla | top1_prob: 0.460
compagnie-g-n-rale-transatlantique-s14-13-pl,The ocean liners of CGT were often symbolic works of art of their,N/A,time,next-token prediction,wikipedia article: Compagnie Générale Transatlantique | top1_prob: 0.340
national-museum-of-egyptian-civilization-s21-14-pl,"In late 2017, Zahi Hawass reported that Francis Ricciardone, the president of the American",N/A,university,next-token prediction,wikipedia article: National Museum of Egyptian Civilization | top1_prob: 0.460
nashik-division-s0-11-pl,Nashik Division is one of the six divisions of India's Maharashtra,N/A,state,next-token prediction,wikipedia article: Nashik division | top1_prob: 0.461
subway-in-the-sky-s10-8-pl,Ageing bobby-sox idol Van Johnson is a better,N/A,actor,next-token prediction,wikipedia article: Subway in the Sky | top1_prob: 0.339
software-architecture-s33-9-pl,"These anti-patterns often follow a progressive sequence, where resolving",N/A,one,next-token prediction,wikipedia article: Software architecture | top1_prob: 0.461
tale-of-two-brothers-s7-15-pl,"The god creates a crocodile-infested lake between the two brothers, across which Bata is finally",N/A,able,next-token prediction,wikipedia article: Tale of Two Brothers | top1_prob: 0.461
list-of-major-rivers-of-india-s10-11-pl,The Narmada and Tapti rivers originate from the Vindhya and Satpura,N/A,ranges,next-token prediction,wikipedia article: List of major rivers of India | top1_prob: 0.462
gothic-architecture-s12-14-pl,"With the development of Renaissance architecture in Italy during the mid-15th century, the Gothic",N/A,style,next-token prediction,wikipedia article: Gothic architecture | top1_prob: 0.462
mahantango-creek-s11-11-pl,"Bargers Run, next tributary of the Susquehanna River going downriver Boyers",N/A,run,next-token prediction,wikipedia article: Mahantango Creek | top1_prob: 0.462
erotic-photography-s9-11-pl,The first entertainer to pose nude for photographs was the stage,N/A,actress,next-token prediction,wikipedia article: Erotic photography | top1_prob: 0.338
italian-renaissance-s19-11-pl,"Other explorers include Giovanni da Verrazzano (for France), Amerigo Vespucci (for",N/A,spain,next-token prediction,wikipedia article: Italian Renaissance | top1_prob: 0.338
i-205-busway-s13-10-pl,"By the late 1970s, light rail became the selected transit",N/A,mode,next-token prediction,wikipedia article: I-205 busway | top1_prob: 0.462
second-cold-war-s24-11-pl,"Afterwards, he wrote, the term ""new Cold War"" appeared in Chinese",N/A,media,next-token prediction,wikipedia article: Second Cold War | top1_prob: 0.338
jacques-fouques-duparc-s6-13-pl,"From 1924 to 1926, he worked as an embassy secretary at the French",N/A,embassy,next-token prediction,wikipedia article: Jacques Fouques-Duparc | top1_prob: 0.338
post-impressionism-s0-8-pl,Post-Impressionism (also spelled Postimpressionism) was a predominantly French,N/A,art,next-token prediction,wikipedia article: Post-Impressionism | top1_prob: 0.463
three-prong-adaptor-s31-9-pl,"For example, in August 2005, Tarun Mal, an associate",N/A,professor,next-token prediction,wikipedia article: Three-prong adaptor | top1_prob: 0.463
stone-partridge-s2-13-pl,The stone partridge was formally described in 1789 by the German naturalist Johann,N/A,friedrich,next-token prediction,wikipedia article: Stone partridge | top1_prob: 0.337
discrete-mathematics-s31-14-pl,"Logical formulas are discrete structures, as are proofs, which form finite trees or, more",N/A,generally,next-token prediction,wikipedia article: Discrete mathematics | top1_prob: 0.463
effects-of-climate-change-s59-9-pl,"The lower and middle atmosphere, where nearly all weather",N/A,occurs,next-token prediction,wikipedia article: Effects of climate change | top1_prob: 0.337
botai-culture-s7-11-pl,The Botai culture emerged with the transition from a nomadic hunter-gatherer,N/A,lifestyle,next-token prediction,wikipedia article: Botai culture | top1_prob: 0.337
lavinia-fontana-horse-s7-10-pl,Lavinia Fontana was a chestnut mare with a small white,N/A,star,next-token prediction,wikipedia article: Lavinia Fontana (horse) | top1_prob: 0.464
trifluoronitrosomethane-s4-15-pl,Trifluoronitrosomethane can be produced from the reaction of trifluoroiodomethane and nitric oxide under a UV,N/A,light,next-token prediction,wikipedia article: Trifluoronitrosomethane | top1_prob: 0.464
america-s-next-producer-s16-9-pl,"Judges: David Hill, Matt Roush, and Chris Moore (guest",N/A,judge,next-token prediction,wikipedia article: America's Next Producer | top1_prob: 0.464
recent-human-evolution-s3-9-pl,With a sufficiently large data set and modern research,N/A,methods,next-token prediction,wikipedia article: Recent human evolution | top1_prob: 0.336
newbridge-lodge-s0-8-pl,Newbridge Lodge is a gatehouse to the Wynnstay,N/A,estate,next-token prediction,wikipedia article: Newbridge Lodge | top1_prob: 0.464
carroll-smith-s17-13-pl,Smith succumbed to pancreatic cancer in May 2003 at his home in northern,N/A,california,next-token prediction,wikipedia article: Carroll Smith | top1_prob: 0.336
philosophy-of-language-s5-15-pl,"In the West, inquiry into language stretches back to the 5th century BC with philosophers",N/A,such,next-token prediction,wikipedia article: Philosophy of language | top1_prob: 0.336
shayeann-day-wilson-s22-12-pl,"During the tournament she averaged 8.7 points, 4 rebounds and 4.3 assists",N/A,per,next-token prediction,wikipedia article: Shayeann Day-Wilson | top1_prob: 0.335
list-of-members-of-the-philippine-house-of-representatives-expelled-removed-or-suspended-s5-10-pl,The House of Representatives can censure or reprimand an erring,N/A,member,next-token prediction,"wikipedia article: List of members of the Philippine House of Representatives expelled, removed, or suspended | top1_prob: 0.465"
science-history-institute-s22-12-pl,"The center was inaugurated on March 11, 1983, in several vacant basement",N/A,rooms,next-token prediction,wikipedia article: Science History Institute | top1_prob: 0.465
metering-mode-s10-15-pl,"For example, in a backlit situation a rising sun may be behind a person whose",N/A,face,next-token prediction,wikipedia article: Metering mode | top1_prob: 0.335
dice-pool-s19-15-pl,"Another variation is that a number of dice are rolled, but only some are added",N/A,together,next-token prediction,wikipedia article: Dice pool | top1_prob: 0.335
oligonychus-pratensis-s24-9-pl,"Drought-tolerant hybrid varieties of corn, when irrigated with suboptimal",N/A,amounts,next-token prediction,wikipedia article: Oligonychus pratensis | top1_prob: 0.335
marcia-ashong-s5-13-pl,Marcia Ashong is the founder and executive director of The Boardroom Africa (TBR,N/A,africa,next-token prediction,wikipedia article: Marcia Ashong | top1_prob: 0.334
sand-point-airport-s8-11-pl,List of airports in Alaska FAA Alaska airport diagram (GIF) Topographic,N/A,map,next-token prediction,wikipedia article: Sand Point Airport | top1_prob: 0.466
french-revolution-of-1848-s5-8-pl,"Under the Charter of 1814, Louis XVIII ruled",N/A,france,next-token prediction,wikipedia article: French Revolution of 1848 | top1_prob: 0.334
lee-gilmer-memorial-airport-s16-12-pl,"An untowered airport, Lee Gilmer Memorial Airport is a popular general aviation",N/A,airport,next-token prediction,wikipedia article: Lee Gilmer Memorial Airport | top1_prob: 0.466
spence-powell-s5-8-pl,Powell was elected as a councillor at Wyong,N/A,shire,next-token prediction,wikipedia article: Spence Powell | top1_prob: 0.334
powersville-missouri-s4-9-pl,A post office has been in operation at Powersville,N/A,since,next-token prediction,"wikipedia article: Powersville, Missouri | top1_prob: 0.466"
clyde-martin-s15-10-pl,"Sex focuses on the relationship between Martin, Kinsey and his",N/A,wife,next-token prediction,wikipedia article: Clyde Martin | top1_prob: 0.334
s5-92-s4-15-pl,"The lower throttle level produces 13.73 kilonewtons (3,090 lbf) of thrust, specific impulse of 316",N/A,seconds,next-token prediction,wikipedia article: S5.92 | top1_prob: 0.466
tania-joya-s26-9-pl,Her statements were repeated the next day by Breitbart,N/A,news,next-token prediction,wikipedia article: Tania Joya | top1_prob: 0.333
i-tawt-i-taw-a-puddy-tat-s0-14-pl,I Tawt I Taw a Puddy Tat is a 2011 American animated Looney Tunes,N/A,short,next-token prediction,wikipedia article: I Tawt I Taw a Puddy Tat | top1_prob: 0.467
griftopia-s2-12-pl,"Taibbi maintains that ""all of us, conservatives and progressives, are being bled",N/A,dry,next-token prediction,wikipedia article: Griftopia | top1_prob: 0.467
peter-van-dalen-s16-12-pl,"Similarly, van Dalen has expressed his belief that secularisation is the biggest",N/A,threat,next-token prediction,wikipedia article: Peter van Dalen | top1_prob: 0.467
2015-sacramento-challenger-singles-s0-14-pl,"Sam Querrey was the defending champion, but chose to compete in the Japan Open",N/A,instead,next-token prediction,wikipedia article: 2015 Sacramento Challenger – Singles | top1_prob: 0.332
