slug,prompt,intermediate_concept,correct_answer,hop_type,notes
history-of-cartography-s43-11-ctx,"Many scholars throughout history, such as Strabo, Kish, and Dilke, consider Homer to be the founder of the early Greek conception of Earth, and therefore of geography. Homer conceived Earth to be a disk surrounded by a constantly",N/A,moving,next-token prediction,wikipedia article: History of cartography | top1_prob: 0.339
order-of-the-british-empire-s22-13-ctx,"With regard to the Medal of the Order (but not the order itself), a distinction was made in 1922 between awards ""for gallantry"" and awards ""for meritorious service"" (each being appropriately inscribed, and the former having laurel leaves decorating the clasp, the latter oak leaves). In 1933, holders of the medal ""for gallantry"", which had come to be",N/A,known,next-token prediction,wikipedia article: Order of the British Empire | top1_prob: 0.461
thingiverse-s6-15-ctx,"Many of the object files are intended for the purposes of repair, decoration or organization. Thingiverse houses more than a million open source hardware designs, that allow prosumers to save",N/A,money,next-token prediction,wikipedia article: Thingiverse | top1_prob: 0.339
weezer-red-album-s33-12-ctx,"In the first podcast released on www.riverspodcast.com, Cuomo mentioned playing drums on two songs on the album. In an interview with Pitchfork, Cuomo stated the album would contain ""longer",N/A,songs,next-token prediction,wikipedia article: Weezer (Red Album) | top1_prob: 0.339
list-of-mesh-codes-n04-s1-9-ctx,"The following is a partial list of the ""N"" codes for Medical Subject Headings (MeSH), as defined by the United States National Library of Medicine (NLM). This list continues the information at List of MeSH",N/A,codes,next-token prediction,wikipedia article: List of MeSH codes (N04) | top1_prob: 0.462
2019-uefa-european-under-21-championship-qualification-group-6-s2-10-ctx,"The composition of the nine groups in the qualifying group stage was decided by the draw held on 26 January 2017, with the teams seeded according to their coefficient ranking. The group was played in home-and-away round-robin format between 27",N/A,march,next-token prediction,wikipedia article: 2019 UEFA European Under-21 Championship qualification Group 6 | top1_prob: 0.338
butter-tea-s29-12-ctx,"Before work, a Tibetan will typically enjoy several bowlfuls of this beverage, and it is always served to guests. Since butter is the main ingredient, butter tea provides plenty of caloric",N/A,energy,next-token prediction,wikipedia article: Butter tea | top1_prob: 0.338
aftermath-of-world-war-ii-s35-13-ctx,"Although the loan was agreed on reasonable terms, its conditions included what proved to be damaging fiscal conditions for sterling. From 1946 to 1948, the UK introduced bread rationing, which it had never",N/A,done,next-token prediction,wikipedia article: Aftermath of World War II | top1_prob: 0.463
alan-wells-s23-9-ctx,"In his only one-day international, an England victory over the West Indies, his innings was limited by the solidity of England's higher order batting, especially captain Michael Atherton who made his first one-day international century, Wisden observing that ""Wells, making his England debut at 33, had to walk out for a ten-minute thrash after Atherton finally departed to a standing ovation"". It was a similar story in his only Test",N/A,match,next-token prediction,wikipedia article: Alan Wells | top1_prob: 0.337
siliguri-metropolitan-police-s2-15-ctx,"The Commissionerate is part of the West Bengal Police, and is under the administrative control of Home Ministry of West Bengal. It was formed after bifurcation of the Darjeeling and Jalpaiguri Police District, and has eight",N/A,police,next-token prediction,wikipedia article: Siliguri Metropolitan Police | top1_prob: 0.337
anthropology-s14-15-ctx,"In 1647, the Bartholins, early scholars of the University of Copenhagen, defined l'anthropologie as follows: Anthropology, that is to say the science that treats of man, is divided ordinarily and with reason into Anatomy, which considers the body and the parts, and Psychology, which speaks of the soul. Sporadic use of the term for some of the subject matter occurred subsequently, including its",N/A,use,next-token prediction,wikipedia article: Anthropology | top1_prob: 0.463
byzantines-s22-12-ctx,"Both rulers of the Despotate of Epirus and the Empire of Nicaea were also ""Greek tsars ruling over Greek people"". Equally, among Nordic people such as Icelanders, Varangians (Vikings) and other Scandinavian",N/A,people,next-token prediction,wikipedia article: Byzantines | top1_prob: 0.337
cinema-of-japan-s9-12-ctx,"Anime continues to be massively popular around the world, especially the works of Studio Ghibli, which counts among its highest-grossing films Princess Mononoke (1997), Spirited Away (2001), Howl's Moving Castle (2004), Ponyo (2008), and The Boy and the Heron (2023). As of 2025, the top 16 highest-grossing Japanese films worldwide are all",N/A,anime,next-token prediction,wikipedia article: Cinema of Japan | top1_prob: 0.337
dichocoenia-s12-8-ctx,"Sometimes two individual corals grow side by side and intertwine, forming one hump, but in these circumstances they do not fuse and each retains its original colour. Dichocoenia stokesi is found in the western Atlantic",N/A,ocean,next-token prediction,wikipedia article: Dichocoenia | top1_prob: 0.337
itlu-sravani-subramanyam-s21-10-ctx,Griddaluru Goplarao of Zamin Ryot praised Jagannadh's screenplay and direction. He added that Ravi Teja's performance was convincing and supporting,N/A,cast,next-token prediction,wikipedia article: Itlu Sravani Subramanyam | top1_prob: 0.463
island-country-s3-12-ctx,Island countries are historically more stable than many continental states but are vulnerable to conquest by naval superpowers. Indonesia is the largest and most populated island country (and the fourth,N/A,most,next-token prediction,wikipedia article: Island country | top1_prob: 0.463
organizational-ecology-s37-9-ctx,"Specialist organizations maximize their exploitation of the environment and accept the risk of experiencing a change in that environment. On the other hand, generalist organizations accept a lower",N/A,level,next-token prediction,wikipedia article: Organizational ecology | top1_prob: 0.336
world-war-i-casualties-s8-15-ctx,"Nevertheless, disease, including the 1918 flu pandemic and deaths while held as prisoners of war, still caused about one third of total military deaths for all belligerents. Casualty statistics for World War I vary to a great extent; estimates of total deaths",N/A,range,next-token prediction,wikipedia article: World War I casualties | top1_prob: 0.336
lame-ducks-s6-10-ctx,"Later, a private detective called Ansell (played by Brian Murphy), hired by Drake's wife (Primi Townsend), locates the group, but, as an outcast himself, decides to join them. John Duttine as Brian Drake Lorraine Chase as Angie Brian",N/A,murphy,next-token prediction,wikipedia article: Lame Ducks | top1_prob: 0.336
replacement-migration-s23-14-ctx,Prime Minister Anthony Albanese's government has viewed skilled migration as crucial for tackling Australia's ageing population and workforce shortages. Chancellor Olaf Scholz's government has actively pursued increased skilled immigration to address Germany's labour,N/A,shortage,next-token prediction,wikipedia article: Replacement migration | top1_prob: 0.336
succession-to-the-byzantine-empire-s28-9-ctx,"After Christianization, the absolute nature of imperial rule remained justified through the idea that the emperor, though no longer divine himself, was the divinely sanctioned ruler on Earth, on behalf of Jesus Christ. The emperor's role as the ruler of the Roman",N/A,empire,next-token prediction,wikipedia article: Succession to the Byzantine Empire | top1_prob: 0.335
order-of-the-british-empire-s1-14-ctx,"The Most Excellent Order of the British Empire is a British order of chivalry, rewarding valuable service in a wide range of useful activities. It comprises five classes of awards across both civil and military divisions, the most",N/A,senior,next-token prediction,wikipedia article: Order of the British Empire | top1_prob: 0.335
arctic-exploration-s19-13-ctx,P. Bolton instead located the Issedones people on the south-western slopes of the Altay,N/A,mountains,next-token prediction,wikipedia article: Arctic exploration | top1_prob: 0.465
the-voice-russian-tv-series-season-3-s4-11-ctx,"Alexandra Vorobyova was announced the winner on December 26, 2014, marking Alexander Gradsky's third win as a coach, thus expanding his winning streak to third seasons in a row. Leonid Agutin, Pelageya, Alexander Gradsky, and Dima Bilan return for their",N/A,third,next-token prediction,wikipedia article: The Voice (Russian TV series) season 3 | top1_prob: 0.334
major-rivers-of-the-united-kingdom-s13-11-ctx,Thus the Severn ends at the mouth of the Bristol Avon and the Thames at the Yantlet Line. The currently accepted end of the Severn Estuary is about 18.5,N/A,miles,next-token prediction,wikipedia article: Major rivers of the United Kingdom | top1_prob: 0.466
southern-africa-s13-8-ctx,"In physical geography, the geographical delineation for the subregion is the portion of Africa south of the Cunene and Zambezi Rivers: Botswana, Eswatini, Lesotho, Namibia, South Africa, Zimbabwe, and the part of Mozambique that lies south of the Zambezi River. That definition is most often used in South",N/A,africa,next-token prediction,wikipedia article: Southern Africa | top1_prob: 0.466
fall-of-the-western-roman-empire-s1-13-ctx,"The fall of the Western Roman Empire, also called the fall of the Roman Empire or the fall of Rome, was the loss of central political control in the Western Roman Empire, a process in which the Empire failed to enforce its rule, and its vast territory was divided among several successor polities. The Roman Empire lost the strengths that had allowed it to exercise effective",N/A,control,next-token prediction,wikipedia article: Fall of the Western Roman Empire | top1_prob: 0.466
island-nation-s5-15-ctx,"US$2.46 million was spent on the first season, with the Ministry of Culture subsidizing US$0.98 million in production costs. A replica of the Presidential Office Building was built at a Republic of China Navy",N/A,base,next-token prediction,wikipedia article: Island Nation | top1_prob: 0.334
1990s-in-sociology-s25-8-ctx,"Mike Featherstone's, Mike Hepworth's and Bryan Turner's The body: social process and cultural theory is published. Ann Game's Undoing the Social: Towards a deconstructive",N/A,sociology,next-token prediction,wikipedia article: 1990s in sociology | top1_prob: 0.333
arctic-exploration-s24-14-ctx,"From the local population, he heard news of the mysterious land of Thule, even farther to the north. After six days of sailing, he reached land at the edge of a frozen",N/A,sea,next-token prediction,wikipedia article: Arctic exploration | top1_prob: 0.333
science-history-institute-s22-12-ctx,"A policy council was appointed by the sponsoring institutions to oversee routine operations of the center, and Arnold Thackray was appointed part-time director of the center on April 29, 1982. The center was inaugurated on March 11, 1983, in several vacant basement",N/A,rooms,next-token prediction,wikipedia article: Science History Institute | top1_prob: 0.467
jan-verkade-s31-13-ctx,"At Huelgoat he became withdrawn and meditative, attending Mass for the first time. After some time at Le Pouldu, he went home to Amsterdam for four",N/A,months,next-token prediction,wikipedia article: Jan Verkade | top1_prob: 0.467
giovanni-visconti-bishop-s1-9-ctx,"Giovanni Visconti was, according to Lorenzo Cardella, nephew of Pope Gregory X. He was ostensibly created cardinal-bishop of Sabina by his",N/A,uncle,next-token prediction,wikipedia article: Giovanni Visconti (bishop) | top1_prob: 0.468
slavery-in-the-ottoman-empire-s30-12-ctx,"Slaves were brought to the Ottoman empire by three main routes: the trans-Saharan slave trade, to Egypt and Libya; the Red Sea slave trade, across that sea; and the Indian Ocean slave trade, from East Africa via the Indian Ocean and the Arabian Peninsula. These slave routes were all inherited from the Muslim empires which had",N/A,preceded,next-token prediction,wikipedia article: Slavery in the Ottoman Empire | top1_prob: 0.332
soap-opera-s11-14-ctx,"Soap opera storylines run concurrently, intersect and lead into further developments. An individual episode of a soap opera will generally switch between several concurrent narrative",N/A,threads,next-token prediction,wikipedia article: Soap opera | top1_prob: 0.331
2008-box-office-entertainment-awards-s1-15-ctx,"The 38th Guillermo Mendoza Memorial Scholarship Foundation Box Office Entertainment Awards (GMMSF-BOEA) is a part of the annual awards in the Philippines held on May 13, 2008. The award-giving body honors Filipino actors, actresses and other performers' commercial success, regardless of artistic",N/A,merit,next-token prediction,wikipedia article: 2008 Box Office Entertainment Awards | top1_prob: 0.469
ap-music-theory-s6-8-ctx,"In turn, each section is divided into parts. Section I of the exam consists of four-option",N/A,multiple,next-token prediction,wikipedia article: AP Music Theory | top1_prob: 0.469
hogna-carolinensis-s44-12-ctx,"Though they are diggers, Carolina wolf spiders do not have specialized digging-anatomy, so it is sometimes easier to take over the burrow of other small organisms. Occasionally, spiders take over the burrow of their mother if she has",N/A,died,next-token prediction,wikipedia article: Hogna carolinensis | top1_prob: 0.331
railway-stations-in-sierra-leone-s11-9-ctx,The only advantage of this is to make conversion to standard gauge more easy. Sierra Leone Government Railway Transport in Sierra Leone Rail,N/A,transport,next-token prediction,wikipedia article: Railway stations in Sierra Leone | top1_prob: 0.470
photovoltaic-system-s8-15-ctx,"Operating silently and without any moving parts or air pollution, PV systems have evolved from niche market applications into a mature technology used for mainstream electricity generation. Due to the growth of photovoltaics, prices for PV systems have rapidly declined since their",N/A,introduction,next-token prediction,wikipedia article: Photovoltaic system | top1_prob: 0.330
history-of-the-ottoman-empire-s26-15-ctx,"In the foundation myth expressed in the story known as ""Osman's Dream"", the young Osman was inspired to conquest by a prescient vision of empire (according to his dream, the empire is a big tree whose roots spread through three continents and whose branches cover the sky). According to his dream the tree, which was Osman's Empire, issued four rivers from its",N/A,roots,next-token prediction,wikipedia article: History of the Ottoman Empire | top1_prob: 0.470
history-of-sport-in-australia-s31-9-ctx,The first Australian cricket team to go on tour internationally did so in 1868. The Australian side was an all-Aboriginal one and toured,N/A,england,next-token prediction,wikipedia article: History of sport in Australia | top1_prob: 0.330
language-family-s25-8-ctx,There is a remarkably similar pattern shown by the linguistic tree and the genetic tree of human ancestry that was verified statistically. Languages interpreted in terms of the putative phylogenetic,N/A,tree,next-token prediction,wikipedia article: Language family | top1_prob: 0.329
baroque-painting-s17-9-ctx,"However, although religious painting, history painting, allegories, and portraits were still considered the most noble subjects, landscape, still life, and genre scenes were also becoming more common in Catholic countries, and were the main genres in Protestant ones. The term ""Baroque"" was initially used with a derogatory",N/A,meaning,next-token prediction,wikipedia article: Baroque painting | top1_prob: 0.329
sexuality-in-ancient-rome-s21-14-ctx,"Even the relevance of the word ""sexuality"" to ancient Roman culture has been disputed; but in the absence of any other label for ""the cultural interpretation of erotic experience"", the term continues to be used. Ancient literature pertaining to Roman sexuality falls mainly into four categories: legal texts; medical",N/A,texts,next-token prediction,wikipedia article: Sexuality in ancient Rome | top1_prob: 0.472
internal-medicine-s21-10-ctx,"The earliest texts about internal medicine can be found in the Ayurvedic anthologies of Charaka. Internal medicine specialists, also referred to as general internal medicine",N/A,specialists,next-token prediction,wikipedia article: Internal medicine | top1_prob: 0.328
call-my-name-third-day-song-s41-11-ctx,"Billboard magazine also ranked ""Call My Name"" twenty-seventh on their decade-end Hot Christian Songs chart and thirty-sixth on their decade-end Hot Christian AC chart. ""Call My Name"" has been featured on the compilation albums WOW",N/A,hits,next-token prediction,wikipedia article: Call My Name (Third Day song) | top1_prob: 0.328
el-clon-s13-8-ctx,"The remake debuted on February 15, 2010. It was filmed in Fez, Morocco, with some",N/A,scenes,next-token prediction,wikipedia article: El clon | top1_prob: 0.473
southern-africa-s19-13-ctx,The Southern African Development Community (SADC) was established in 1980 to facilitate co-operation in the region. It includes: Angola Botswana Comoros Democratic Republic of the Congo Eswatini (Swaziland) Lesotho,N/A,madagascar,next-token prediction,wikipedia article: Southern Africa | top1_prob: 0.474
enterprise-architecture-s29-15-ctx,"These are models known as views. In the case of EA, these models describe the logical business functions or capabilities, business",N/A,processes,next-token prediction,wikipedia article: Enterprise architecture | top1_prob: 0.325
medieval-india-s16-8-ctx,"The subsequent cultural and technological developments transformed Indian society, concluding the late medieval period and beginning the early modern period. One definition includes the period from the 6th",N/A,century,next-token prediction,wikipedia article: Medieval India | top1_prob: 0.475
tarbor-e-jafari-s3-11-ctx,"The following census in 2011 counted 2,103 people in 601 households. The 2016 census measured the population of the village as 1,795",N/A,people,next-token prediction,wikipedia article: Tarbor-e Jafari | top1_prob: 0.475
behavioural-genetics-s5-11-ctx,"In the late 20th and early 21st centuries, technological advances in molecular genetics made it possible to measure and modify the genome directly. This led to major advances in model organism research (e.g., knockout",N/A,mice,next-token prediction,wikipedia article: Behavioural genetics | top1_prob: 0.475
cultural-anthropology-s26-9-ctx,"Morgan, like other 19th-century social evolutionists, believed there was a more or less orderly progression from the primitive to the civilized. 20th-century anthropologists largely reject the notion that all human",N/A,societies,next-token prediction,wikipedia article: Cultural anthropology | top1_prob: 0.324
neil-brady-s3-11-ctx,Brady enjoyed an exemplary junior hockey career in the WHL with the Medicine Hat Tigers. After scoring 81 points in 72 games and registering over 100,N/A,penalty,next-token prediction,wikipedia article: Neil Brady | top1_prob: 0.476
battlefield-1942-s32-10-ctx,"The Anti-tank role specializes in attacking tanks and other vehicles, but their main weapon is inaccurate against moving enemy infantry. The Medic role has the ability to heal players including",N/A,themselves,next-token prediction,wikipedia article: Battlefield 1942 | top1_prob: 0.324
philosophy-politics-and-economics-s26-13-ctx,"By 2020, a century after its introduction, the degree had spread to 33 universities in the UK and to a total of 172 institutions in 33 countries around the world. The programme is rooted in the view that to understand social phenomena one",N/A,must,next-token prediction,"wikipedia article: Philosophy, politics and economics | top1_prob: 0.476"
concierge-medicine-s23-13-ctx,"All generally claim to be accessible via telephone or email at any time of day or night or offer some other service above and beyond the customary care. The annual fees vary widely, ranging, on average, from US$195 to US$5,000 per",N/A,year,next-token prediction,wikipedia article: Concierge medicine | top1_prob: 0.476
vestibule-architecture-s29-8-ctx,"North of the Alps, however, the vestibule developed into a projecting structure united with the main building, recalling the Syrian churches. The method of construction shown in the Palatine",N/A,chapel,next-token prediction,wikipedia article: Vestibule (architecture) | top1_prob: 0.477
computational-neuroscience-s17-14-ctx,"About 40 years later, Hodgkin and Huxley developed the voltage clamp and created the first biophysical model of the action potential. Hubel and Wiesel discovered that neurons in the primary visual cortex, the first cortical",N/A,area,next-token prediction,wikipedia article: Computational neuroscience | top1_prob: 0.477
mikage-hokkaido-s2-15-ctx,"The village was formed in 1921 when it separated from the village of Memuro. It was named after the granite which was mined in the area, which is sometimes",N/A,called,next-token prediction,"wikipedia article: Mikage, Hokkaido | top1_prob: 0.323"
national-queer-asian-pacific-islander-alliance-s9-8-ctx,The largest population centers are in the San Francisco Bay Area and the Greater Los Angeles Area. Following these are the communities in New York,N/A,city,next-token prediction,wikipedia article: National Queer Asian Pacific Islander Alliance | top1_prob: 0.478
formation-and-evolution-of-the-solar-system-s30-8-ctx,"When a red giant finally casts off its outer layers, these elements would then be recycled to form other star systems. The nebular hypothesis says that the Solar System",N/A,formed,next-token prediction,wikipedia article: Formation and evolution of the Solar System | top1_prob: 0.322
cinema-of-japan-s6-10-ctx,"Japan has also won the Academy Award for Best International Feature Film five times, more than any other Asian country. Anime rose in popularity during the 1980s, with new animated",N/A,films,next-token prediction,wikipedia article: Cinema of Japan | top1_prob: 0.322
romanus-bishop-of-rochester-s3-9-ctx,"Little is known of his life beyond these facts. Presumably, Romanus came to England with Augustine of Canterbury's",N/A,mission,next-token prediction,wikipedia article: Romanus (bishop of Rochester) | top1_prob: 0.322
woodsmoke-and-oranges-s4-13-ctx,"Lankford, Jr. wrote in his Allmusic """"Siebel and company crafted an incredible record that still",N/A,sounds,next-token prediction,wikipedia article: Woodsmoke and Oranges | top1_prob: 0.322
major-rivers-of-the-united-kingdom-s16-9-ctx,"Those rivers which empty into other (non-tidal sections of) rivers are indicated in the table thus*. In Yorkshire, the Aire, Derwent, Don, and Wharfe all",N/A,empty,next-token prediction,wikipedia article: Major rivers of the United Kingdom | top1_prob: 0.321
ancient-greek-philosophy-s3-10-ctx,Greek philosophy continued throughout the Hellenistic period and later evolved into Roman philosophy. Greek philosophy has influenced much of Western culture since its,N/A,inception,next-token prediction,wikipedia article: Ancient Greek philosophy | top1_prob: 0.321
woh-saat-din-s37-8-ctx,"When Dr Anand attempts to do this, Maya doesn't allow him to do so. Prem then reaffirms that marriage is a lasting",N/A,bond,next-token prediction,wikipedia article: Woh Saat Din | top1_prob: 0.320
classical-period-music-s33-14-ctx,"Even after 1790, Mozart writes about ""the rehearsal"", with the implication that his concerts would have only one rehearsal. Since there was a greater emphasis on a single melodic line, there was greater",N/A,emphasis,next-token prediction,wikipedia article: Classical period (music) | top1_prob: 0.320
el-clon-s41-11-ctx,"However, the earlier mistakes do not end the love story between Lucas and Jade, and end up reliving a love match. Marisa and Lucas separate, until news of a daughter brings them",N/A,back,next-token prediction,wikipedia article: El clon | top1_prob: 0.480
harry-verran-s5-15-ctx,"As a photographer, he served on HMCS Bonaventure and HMCS Magnificent. Verran won the South West Nova electoral district for the Liberal party in the 1993",N/A,federal,next-token prediction,wikipedia article: Harry Verran | top1_prob: 0.480
baroque-s12-15-ctx,The English word baroque comes directly from the French. Some scholars state that the French word originated from the Portuguese term barroco 'a flawed,N/A,pearl,next-token prediction,wikipedia article: Baroque | top1_prob: 0.480
chojnik-castle-s16-12-ctx,"After Wallenstein's persecution and assassination in 1634 Schaffgotsch as his liegeman was arrested, accused of high treason and executed one year later. Ferdinand II seized his property and had Kynast castle occupied by his",N/A,troops,next-token prediction,wikipedia article: Chojnik Castle | top1_prob: 0.320
debate-on-the-chineseness-of-the-yuan-and-qing-dynasties-s12-9-ctx,"The debate emerged following the 1868 Meiji Restoration in Japan. In their attempt to rationalize the debate, some Japanese",N/A,scholars,next-token prediction,wikipedia article: Debate on the Chineseness of the Yuan and Qing dynasties | top1_prob: 0.320
industrial-revolution-s7-10-ctx,"By the mid-18th century, Britain was the leading commercial nation, with GDP per capita considerably over the world average. The textile industry was the first to use modern production",N/A,methods,next-token prediction,wikipedia article: Industrial Revolution | top1_prob: 0.481
curtis-enterprises-s29-12-ctx,"Although all of the company's films in development were shifted to Curtis Enterprises, Curtleigh Productions remained an active corporation in order to collect previously-established film residuals (percentages of the profits) and to see through the release of Taras Bulba, which had been filmed prior to the couple's separation and would not be released to theaters until December 1962. On June 15, 1962 Leigh filed for divorce in the Santa Monica",N/A,superior,next-token prediction,wikipedia article: Curtis Enterprises | top1_prob: 0.319
touraine-aoc-s5-13-ctx,"The white wines are made from Chenin blanc grapes (known locally as Pineau Blanc de la Loire), and from Sauvignon blanc and Arbois grapes. The white Touraine wines are dry, fairly firm, lively and full, and keep",N/A,well,next-token prediction,wikipedia article: Touraine AOC | top1_prob: 0.481
jazz-rap-s4-12-ctx,"The London club scene in the 1960s and 1970s became a canvas for the rare mixing of Jazz tracks. Such tracks were from the Blue Note catalogue, a collection of American",N/A,jazz,next-token prediction,wikipedia article: Jazz rap | top1_prob: 0.482
qattara-depression-project-s38-14-ctx,A canal 60 meters deep would connect the Mediterranean with the depression's edge at this narrow isthmus. This canal would deliver water to the depression as well as being a shipping,N/A,route,next-token prediction,wikipedia article: Qattara Depression Project | top1_prob: 0.482
history-of-the-middle-east-s3-8-ctx,"The Sumerians, around the 5th millennium BC, were among the first to develop a civilization. By 3150 BC, Egyptian civilization unified under its",N/A,first,next-token prediction,wikipedia article: History of the Middle East | top1_prob: 0.482
biological-anthropology-s17-14-ctx,Paleopathology is the study of disease in antiquity. This study focuses not only on pathogenic conditions observable in bones or mummified soft,N/A,tissue,next-token prediction,wikipedia article: Biological anthropology | top1_prob: 0.482
origin-mathematics-s1-9-ctx,"In mathematics, the origin of a Euclidean space is a special point, usually denoted by the letter O, used as a fixed point of reference for the geometry of the surrounding space. In physical problems, the choice of origin is often",N/A,arbitrary,next-token prediction,wikipedia article: Origin (mathematics) | top1_prob: 0.317
exploration-s14-15-ctx,"While the Age of Discovery was partly driven by land routes outside of Europe becoming unsafe, and a desire for conquest, the 17th century also saw exploration driven by nobler motives, including scientific discovery and the expansion of knowledge about the world. This broader knowledge of the world's geography meant that people were able to make world",N/A,maps,next-token prediction,wikipedia article: Exploration | top1_prob: 0.483
cinema-of-india-s2-8-ctx,"Indian cinema is made up of various film industries, each focused on producing films in a specific language, such as Hindi, Telugu, Tamil, Malayalam, Kannada, Bengali, Marathi, Gujarati, Punjabi, Bhojpuri, Assamese, Odia and others. Major centres of film production across the country",N/A,include,next-token prediction,wikipedia article: Cinema of India | top1_prob: 0.483
exoplanet-s26-10-ctx,"An exoplanet was defined by the following criteria: Objects with true masses below the limiting mass for thermonuclear fusion of deuterium (currently calculated to be 13 Jupiter masses for objects of solar metallicity) that orbit stars or stellar remnants are ""planets"" (no matter how they formed). The minimum mass/size required for an extrasolar object to be",N/A,considered,next-token prediction,wikipedia article: Exoplanet | top1_prob: 0.317
impressionism-s13-13-ctx,"The Impressionists found that they could capture the momentary and transient effects of sunlight by painting outdoors or en plein air. They portrayed overall visual effects instead of details, and used short ""broken"" brush",N/A,strokes,next-token prediction,wikipedia article: Impressionism | top1_prob: 0.483
jane-wilhelms-s8-10-ctx,Barsky. Her dissertation was Graphical Simulation of the Motion of Articulated,N/A,bodies,next-token prediction,wikipedia article: Jane Wilhelms | top1_prob: 0.316
mooring-oceanography-s9-11-ctx,"The conventional approach is to use the Argos System. Alternatively, some use the commercial Iridium satellite system, which allows higher",N/A,data,next-token prediction,wikipedia article: Mooring (oceanography) | top1_prob: 0.316
southern-africa-s23-8-ctx,"In terms of natural resources, the region has the world's largest resources of platinum and the platinum group elements, chromium, vanadium, and cobalt, as well as uranium, gold, copper, titanium, iron, manganese, silver, beryllium, and diamonds. Southern Africa is set apart from other Sub-Saharan",N/A,african,next-token prediction,wikipedia article: Southern Africa | top1_prob: 0.316
eid-church-rauma-s5-9-ctx,The church seats about 190 people. The earliest existing historical records of the church date,N/A,back,next-token prediction,wikipedia article: Eid Church (Rauma) | top1_prob: 0.485
henry-grinnell-s9-15-ctx,"House of Representatives for Massachusetts) and Preserved Fish in Fish, Grinnell & Company. A few years later, with the addition of Henry's brother-in-law, Robert Bowne Minturn, the firm",N/A,became,next-token prediction,wikipedia article: Henry Grinnell | top1_prob: 0.315
mircea-dr-gan-s4-10-ctx,"Two years later, his film Lupeni 29 was entered into the 3rd Moscow International Film Festival and it also won the Silver Prize. He was a member of the jury at the 4th",N/A,moscow,next-token prediction,wikipedia article: Mircea Drăgan | top1_prob: 0.485
biological-anthropology-s5-13-ctx,Bioarchaeology is the study of past human cultures through examination of human remains recovered in an archaeological context. The examined human remains are usually limited to bones but may include preserved,N/A,soft,next-token prediction,wikipedia article: Biological anthropology | top1_prob: 0.315
california-coast-ranges-s46-12-ctx,"The highest point of the Southern Coast Ranges is Junipero Serra Peak in the Santa Lucia Range, at 5,862 feet (1,787 m). Other peaks include Mount Diablo at 3,849 feet (1,173 m), and Mount",N/A,hamilton,next-token prediction,wikipedia article: California Coast Ranges | top1_prob: 0.485
jason-project-s6-13-ctx,"Robert Ballard, the oceanographer who discovered the wreck of the RMS Titanic. The JASON Foundation for Education was founded in 1990 as a 501(c)(3) non-profit",N/A,organization,next-token prediction,wikipedia article: JASON Project | top1_prob: 0.486
ancient-greece-s9-12-ctx,"Classical Greek culture, especially philosophy, had a powerful influence on ancient Rome, which carried a version of it throughout the Mediterranean and much of Europe. For this reason, Classical Greece is generally considered the cradle of Western",N/A,civilization,next-token prediction,wikipedia article: Ancient Greece | top1_prob: 0.486
hospital-of-st-mary-magdalene-bawtry-s1-8-ctx,"The Hospital of St Mary Magdalene, Bawtry was a charity established in Bawtry in the thirteenth century. The surviving chapel building is now a masonic",N/A,lodge,next-token prediction,"wikipedia article: Hospital of St Mary Magdalene, Bawtry | top1_prob: 0.486"
six-dynasties-s15-13-ctx,The period established social and political patterns which shaped China's history from that point on. Chinese sovereign Dynasties of China History of China Nanjing (Nanking) Three Kingdoms Jin,N/A,dynasty,next-token prediction,wikipedia article: Six Dynasties | top1_prob: 0.487
chemical-genetics-s9-15-ctx,"Chemical genetic screens are performed using libraries of small molecules that have known activities or simply diverse chemical structures. These screens can be done in a high-throughput mode, using 96 well-plates, where each well",N/A,contains,next-token prediction,wikipedia article: Chemical genetics | top1_prob: 0.487
world-war-ii-s2-11-ctx,"Nearly all of the world's countries participated. Tanks and aircraft played major roles, the latter enabling the strategic",N/A,bombing,next-token prediction,wikipedia article: World War II | top1_prob: 0.487
italian-renaissance-s10-14-ctx,"Renaissance culture later spread to Venice, the heart of a Mediterranean empire controlling trade routes with the east since its participation in the Crusades and following the journeys of Marco Polo between 1271 and 1295. Thus Italy renewed contact with the remains of ancient Greek culture, which provided humanist",N/A,scholars,next-token prediction,wikipedia article: Italian Renaissance | top1_prob: 0.313
billy-hulen-s13-13-ctx,Hulen played for and managed various minor league teams from 1900 to 1913. He managed future Hall of Famer Joe Tinker in 1900 and later recommended,N/A,tinker,next-token prediction,wikipedia article: Billy Hulen | top1_prob: 0.488
chulayarnnon-siriphol-s19-8-ctx,"The name of this system pays tribute to ANGSUMALIN, a fictional character from the Thai novel ""Khu Kam"" by Thommayanti, known for embodying traits of integrity, loyalty, and patriotism. Shadow Dancing: Where Can We Find a Silver",N/A,lining,next-token prediction,wikipedia article: Chulayarnnon Siriphol | top1_prob: 0.312
the-end-of-power-s2-9-ctx,"The book's overall theme points out while it is becoming easier to get power, it is also becoming harder to use it to control others and harder to keep it once you have it. Naim suggests that globalization, economic growth, a growing global",N/A,middle,next-token prediction,wikipedia article: The End of Power | top1_prob: 0.488
philosophy-politics-and-economics-s32-9-ctx,"Oxford now has more than 600 undergraduates studying the subject, admitting over 200 each year. Oxford PPE graduate Nick Cohen and former tutor Iain",N/A,mclean,next-token prediction,"wikipedia article: Philosophy, politics and economics | top1_prob: 0.312"
